Organization Name,Facility  Name,Tipo,Direccion,Fuente,longitud,latitud
,Centro de Salud Los Gonzales,Salud,no disponible,OIM Directorio Virtual Servicios,-100.9836536,25.4078479
,Centro de Salud Madero,Salud,no disponible,OIM Directorio Virtual Servicios,-101.0147551,25.427939
,Centro Estatal De Salud Mental,Salud,no disponible,OIM Directorio Virtual Servicios,-100.991853,25.468662
,Centro de Salud Sat√©lite,Salud,no disponible,OIM Directorio Virtual Servicios,-101.0247113,25.4534405
,Uneme Capasits Saltillo,Salud,no disponible,OIM Directorio Virtual Servicios,-101.0222577,25.4539848
,IMSS Unidad de Medicina Familiar 73,Salud,no disponible,OIM Directorio Virtual Servicios,-101.0083464,25.4170127
,IMSS Hospital General de Zona 1 Saltillo,Salud,no disponible,OIM Directorio Virtual Servicios,-101.0079306,25.4174284
,IMSS Hospital General de Zona 2 Saltillo,Salud,no disponible,OIM Directorio Virtual Servicios,-100.9868398,25.4540296
,Unidad de Medicina Familiar CLçNICA IMSS 70,Salud,no disponible,OIM Directorio Virtual Servicios,-101.0058979,25.4356479
,Hospital General Saltillo,Salud,no disponible,OIM Directorio Virtual Servicios,-100.9586504,25.412095
,IMSS Unidad de Medicina Familiar 82,Salud,no disponible,OIM Directorio Virtual Servicios,-100.9847628,25.4170534
,Unidad de Medicina Familiar con Unidad M√©dica de Atención Ambulatoria CLçNICA IMSS 89,Salud,no disponible,OIM Directorio Virtual Servicios,-100.9667211,25.4200442
,Cruz Roja Mexicana,Salud,no disponible,OIM Directorio Virtual Servicios,-100.9733945,25.4146498
,Centro Oftalmológico,Salud,no disponible,OIM Directorio Virtual Servicios,-100.9568491,25.4244722
,Casa del Migrante (Asesoría Jurídica),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-101.023749,25.4033707
,Comisión Federal de Electricidad,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-101.0105913,25.4260223
,"Casa San Juan Diego y 
San Francisco de Asís",Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-97.4861673,25.8370026
,"Centro de atención al menor 
fronterizo CAMEF, DIF",Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-97.5002386,25.8819796
,Amar,Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-99.5020482,27.4920795
,"Comisión de Derechos Humanos 
del Estado de Tamaulipas","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-99.1623725,23.7201899
,C. Zaragoza 265,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-98.2816639,26.0938952
,"Secretaría del Trabajo Unidad
regional Matamoros",Institucion publica / Educacion y Empleo,no disponible,OIM Directorio Virtual Servicios,-97.4820505,25.8660563
,Grupo Beta Matamoros,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-97.4988589,25.8945137
,"Instituto Tamaulipeco 
para los migrantes","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-99.5021586,27.4971533
,INM Delegación Tamaulipas,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-99.5079887,27.4982311
,"Procuraduría General de la 
República, agencia orientadora 
Matamoros","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-97.5050314,25.8855774
,"Instituto Federal de la 
Defensoría Pública (IFDP)","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-97.5068808,25.8495022
,"Fiscalía General de la 
República, Agencia orientadora 
Nuevo Laredo","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-99.5116817,27.4549197
,"Instituto Federal de 
Defensoría Pública (IFDP)","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-99.5065425,27.4847012
,"Procuraduría Federal de 
protección de niñas, niños y 
adolescentes","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-99.1740392,23.7125289
,"Instituto Federal de la 
Defensoría Pública (IFDP)","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-99.1357221,23.7284281
,"Fiscalía General de la 
República, Subdelegación Cd. 
Victoria","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-99.1640067,23.7724239
,"Fiscalía General del Estado 
de Tamaulipas","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-99.1141987,23.7636866
,"Instituto Federal de 
Defensoría Pública (IFDP)","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-97.8482993,22.2684581
,Fiscalia General de la Republica-Reynosa,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-98.3540947,26.0616214
,Instituto de la Mujer Tamaulipeca,"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-99.1462292,23.7431721
,"CAMEF- Centro de Atención
Infantil¬†","Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-99.5015561,27.4856801
,"Hospital General Cd. Victoria ""Dr. Norberto Treviño Zapata""",Salud,no disponible,OIM Directorio Virtual Servicios,-99.1374866,23.7483604
,Hospital General Reynosa,Salud,no disponible,OIM Directorio Virtual Servicios,-98.2969543,26.0553867
,"Cruz Roja Reynosa (Casa del
Migrante Nuestra Señora de
Guadalupe)",Salud,no disponible,OIM Directorio Virtual Servicios,-98.2882951,26.0973078
,"Cruz Roja Reynosa
(Albergue Senda de Vida)",Salud,no disponible,OIM Directorio Virtual Servicios,-98.2845747,26.0999829
,"Cruz Roja Reynosa
(Plaza de las Am√©ricas)",Salud,no disponible,OIM Directorio Virtual Servicios,-98.2727084,26.0926183
,Albergue Jesús El Buen Pastor,Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-92.307416,14.8766423
,Albergue Bel√©n,Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-92.2442253,14.8873021
,Hospitalidad y Solidaridad¬†,Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-92.3321935,14.8287644
,Distrito Sanitario VII,"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-92.290459,14.8865467
,Comisión Ejecutiva de Atención a Vícticas (CEAV),"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-92.2641152,14.907242
,Policía Violeta (Módulo de atención inmediata),"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-92.2581316,14.9156664
,Por la Superación de la Mujer A.C.,"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-92.2921514,14.8895209
,Consulado General de El Salvador,Consulados,no disponible,OIM Directorio Virtual Servicios,-92.2539158,14.9249838
,Consulado de Ecuador,Consulados,no disponible,OIM Directorio Virtual Servicios,-92.2597313,14.9217648
,Consulado de Honduras,Consulados,no disponible,OIM Directorio Virtual Servicios,-92.2646867,14.9057185
,Consulado de Guatemala,Consulados,no disponible,OIM Directorio Virtual Servicios,-92.257432,14.9105957
,Consulado de Nicaragua,Consulados,no disponible,OIM Directorio Virtual Servicios,-92.2470549,14.9019174
,Parque de la Col. Cafetales,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-92.3061664,14.8723977
,"Parque Recreativo ""Los Cerritos""",Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-92.2932921,14.8862758
,Cancha Raymundo Enríquez,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-92.3153599,14.8641225
,Parque de la Col. El Rinconcito,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-92.257494,14.9383987
,Parque de la Col. Santa Clara,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-92.2515164,14.8796847
,Territorio Joven,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-92.2559302,14.9084136
,Fiscalía Especializada en Delitos Cometidos en Contra de Inmigrantes,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2489115,14.9097245
,Instituto Federal de la Defensoría Pública (IFDP),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2660692,14.8564243
,COMAR Comisión Mexicana de Ayuda a Refugiados,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2682518,14.9060677
,COMAR Comisión Mexicana de Ayuda a los Refugiados,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2696634,14.8980976
,Oficina de Regularización Migratoria del Instituto Nacional de Migración¬†,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2808912,14.8932915
,Servicio Nacional del Empleo,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2452075,14.9002172
,Estación Migratoria Siglo XXI (INM),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2521342,14.9462863
,Comisión Nacional de los Derechos Humanos Oficina Foránea,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2572505,14.9123125
,CEDH Comision Estatal de los Derechos Humanos Chiapas,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2657815,14.9063005
,"Procuraduría de los Derechos de Niñas, Niños y Adolescentes","Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-92.2825318,14.8810032
,"Centro de Día: Centro de Atención a Niños, Niñas y Jóvenes Migrantes","Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-92.2622439,14.9024114
,"ACNUR, La Agencia de la ONU para los Refugiados","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2525063,14.9146805
,UNICEF.¬†Fondo de las Naciones Unidas para la Infancia.,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2654161,14.907122
,"OIM, Organización Internacional para las Migraciones","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2653485,14.907213
,Una Mano Amiga en la Lucha Contra el Sida (UMA),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2569754,14.9181642
,Ventanillas de atención a migrantes y refugiados de la OIM,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2644864,14.9069459
,Centro de Derechos Humanos Fray Matías de Córdova A.C.,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2654745,14.907095
,Servicio Jesuita para Refugiados,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2611506,14.9059916
,Centro de Registro y Asistencia Humanitaria¬† CERAH - ACNUR,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2607145,14.9046668
,Save the Children,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.2519696,14.8903316
,Iniciativas para el Desarrollo Humano A.C. (IDEHU),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-92.27184,14.9013151
,Hospital General de Tapachula,Salud,no disponible,OIM Directorio Virtual Servicios,-92.3184763,14.8426439
,Cruz Roja M√©xicana,Salud,no disponible,OIM Directorio Virtual Servicios,-92.2581812,14.9048102
,Centro de Salud Tapachula,Salud,no disponible,OIM Directorio Virtual Servicios,-92.26091,14.9171354
,Centro de Salud Indeco Cebadilla,Salud,no disponible,OIM Directorio Virtual Servicios,-92.2652482,14.8777797
,Centro de Salud Raymundo Enriquez,Salud,no disponible,OIM Directorio Virtual Servicios,-92.31298,14.8656612
,Centro de Salud Llano de la Lima,Salud,no disponible,OIM Directorio Virtual Servicios,-92.2984064,14.8669784
,Centro de Salud Santa Clara,Salud,no disponible,OIM Directorio Virtual Servicios,-92.2494676,14.8813816
,Centro de Salud Villa Flores,Salud,no disponible,OIM Directorio Virtual Servicios,-92.2720568,14.8836727
,Centros Ambulatorios de Prevención y Atención en SIDA e ITS¬†(CAPACITS),Salud,no disponible,OIM Directorio Virtual Servicios,-92.2915466,14.892609
,Centro de Salud Nuevo Milenio,Salud,no disponible,OIM Directorio Virtual Servicios,-92.2999102,14.8910703
,Centro De Salud Palmeras,Salud,no disponible,OIM Directorio Virtual Servicios,-92.2754095,14.8672198
,Aeropuerto Internacional de Tapachula,Transporte,no disponible,OIM Directorio Virtual Servicios,-92.3687911,14.7904152
,Autobuses Rapidos del Sur,Transporte,no disponible,OIM Directorio Virtual Servicios,-92.2666745,14.9137887
,Terminal de Autobuses Tapachula,Transporte,no disponible,OIM Directorio Virtual Servicios,-92.2577911,14.9133638
,Central Camionera De Cortos Recorridos,Transporte,no disponible,OIM Directorio Virtual Servicios,-92.2672425,14.9125801
,"Albergue La 72, Hogar-Refugio para Migrantes",Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-91.4309629,17.461921
,Consulado de Guatemala,Consulados,no disponible,OIM Directorio Virtual Servicios,-91.4256567,17.4769556
,Consulado de Honduras,Consulados,no disponible,OIM Directorio Virtual Servicios,-91.4261734,17.4769606
,Instituto Nacional de Migración (INM),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-91.4383441,17.459278
,Comisión Mexicana de Ayuda a Refugiados COMAR¬†,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-91.4303754,17.4696751
