,ciudad,latitude,longitude,etiqueta,entidad federativa / municipio,presentados 1,canalizados 1,subtotal 1,presentados 2,canalizados 2,subtotal 2,presentados 3,canalizados 3,subtotal 3,presentados 4,canalizados 4,subtotal 4,presentados 5,canalizados 5,subtotal 5,presentados 6,canalizados 6,subtotal 6,presentados 7,canalizados 7,subtotal 7,presentados 8,canalizados 8,subtotal 8,presentados 9,canalizados 9,subtotal 9,presentados 10,canalizados 10,subtotal 10,presentados 11,canalizados 11,subtotal 11,presentados 12,canalizados 2.1,subtotal 12,presentados total,canalizados total,total
326,"Xaloztoc, Tlaxcala",19.403611,-98.048611,municipio,"Ziltlaltépec de Trinidad Sánchez Santos, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0
327,"Yauhquemehcan, Tlaxcala",19.4057444,-98.1824244,municipio,"Acayucan, Ver.",1232.0,28.0,1260.0,1180.0,43.0,1223.0,2031.0,0.0,2031.0,1249.0,36.0,1285.0,3495.0,61.0,3556.0,3094.0,796.0,3890.0,3524.0,540.0,4064.0,4949.0,43.0,4992.0,5182.0,42.0,5224.0,4222.0,48.0,4270.0,2817.0,42.0,2859.0,1784.0,8.0,1792.0,34759.0,1687.0,36446.0
328,"Zacatelco, Tlaxcala",19.215833,-98.239722,municipio,"Agua Dulce, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
329,"Acayucan, Veracruz",17.9487862,-94.9145752,municipio,"Álamo Temapache, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
330,"Agua Dulce, Veracruz",18.0899541,-94.16236305223826,municipio,"Alvarado, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,30.0,30.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,10.0,10.0,0.0,59.0,59.0
331,"Álamo Temapache, Veracruz",20.995193200000003,-97.75578419140824,municipio,"Amatlán de los Reyes, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,17.0
332,"Alvarado, Veracruz",18.82874235,-95.9238540059007,municipio,"Angel R. Cabada, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,4.0,4.0,0.0,21.0,21.0
333,"Amatlán de los Reyes, Veracruz",18.87251165,-96.86857239686655,municipio,"Camerino Z. Mendoza, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,126.0
334,"Angel R. Cabada, Veracruz",18.5927238,-95.38616824749718,municipio,"Carlos A. Carrillo, Ver.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
335,"Camerino Z. Mendoza, Veracruz",18.7896308,-97.15993214034108,municipio,"Carrillo Puerto, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,31.0,31.0,0.0,5.0,5.0,0.0,55.0,55.0
336,"Carlos A. Carrillo, Veracruz",18.32836115,-95.71540338041564,municipio,"Coatepec, Ver.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
337,"Carrillo Puerto, Veracruz",18.8215893,-96.58428389542232,municipio,"Coatzacoalcos, Ver.",0.0,6.0,6.0,32.0,21.0,53.0,108.0,0.0,108.0,26.0,50.0,76.0,19.0,24.0,43.0,0.0,11.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,198.0,118.0,316.0
338,"Coatepec, Veracruz",19.4543134,-96.9596375,municipio,"Córdoba, Ver.",114.0,6.0,120.0,21.0,22.0,43.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0,7.0,7.0,0.0,64.0,64.0,3.0,247.0,250.0,0.0,22.0,22.0,0.0,21.0,21.0,0.0,19.0,19.0,0.0,24.0,24.0,0.0,0.0,0.0,177.0,432.0,609.0
339,"Coatzacoalcos, Veracruz",18.1396787,-94.4501731,municipio,"Cosamaloapan de Carpio, Ver.",0.0,7.0,7.0,10.0,123.0,133.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,467.0,467.0,0.0,204.0,204.0,0.0,274.0,274.0,0.0,389.0,389.0,0.0,778.0,778.0,0.0,432.0,432.0,0.0,268.0,268.0,0.0,124.0,124.0,10.0,3085.0,3095.0
340,"Córdoba, Veracruz",18.8944704,-96.9352891,municipio,"Cosoleacaque, Ver.",0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
341,"Cosamaloapan de Carpio, Veracruz",18.28167395,-95.96435747268424,municipio,"Cotaxtla, Ver.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,143.0,144.0
342,"Cosoleacaque, Veracruz",18.0060183,-94.61748300858764,municipio,"Cuitláhuac, Ver.",0.0,41.0,41.0,17.0,20.0,37.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,49.0,49.0,0.0,133.0,133.0,0.0,181.0,181.0,0.0,132.0,132.0,12.0,411.0,423.0,0.0,176.0,176.0,0.0,134.0,134.0,0.0,128.0,128.0,42.0,1405.0,1447.0
343,"Cotaxtla, Veracruz",18.857657250000003,-96.35099905704104,municipio,"Emiliano Zapata, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
344,"Cuitláhuac, Veracruz",18.814226,-96.7223775,municipio,"Fortín, Ver.",2.0,0.0,2.0,35.0,0.0,35.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,14.0,54.0
345,"Fortín, Veracruz",18.8993309,-96.9982014,municipio,"Gutiérrez Zamora, Ver.",0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
346,"Gutiérrez Zamora, Veracruz",20.456991,-97.085536109707,municipio,"Isla, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0
347,"Isla, Veracruz",18.0276212,-95.5281332,municipio,"Ixhuatlán del Sureste, Ver.",0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
348,"Ixtaczoquitlán, Veracruz",18.85134015,-97.02710712449068,municipio,"Ixtaczoquitlán, Ver.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
349,"Jesús Carranza, Veracruz",17.38793115,-94.90949730630518,municipio,"Jesús Carranza, Ver.",0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,188.0,188.0,0.0,204.0,204.0,0.0,333.0,333.0,0.0,987.0,987.0,0.0,1065.0,1065.0,0.0,1095.0,1095.0,0.0,928.0,928.0,0.0,498.0,498.0,0.0,5395.0,5395.0
350,"Juan Rodríguez Clara, Veracruz",17.97320895,-95.34412799338502,municipio,"Juan Rodríguez Clara, Ver.",0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
351,"La Antigua, Veracruz",19.3176799,-96.31864092519668,municipio,"La Antigua, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0
352,"Las Choapas, Veracruz",17.56348585,-93.94000863532293,municipio,"Las Choapas, Ver.",0.0,24.0,24.0,7.0,12.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,101.0,101.0,0.0,16.0,16.0,0.0,2.0,2.0,0.0,14.0,14.0,16.0,51.0,67.0,24.0,276.0,300.0
353,"Martínez de la Torre, Veracruz",20.1197165,-97.04616467665728,municipio,"Martínez de la Torre, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0
354,"Medellín de Bravo, Veracruz",19.0404677,-96.1442918,municipio,"Medellín de Bravo, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0
355,"Minatitlán, Veracruz",17.992773,-94.5567103,municipio,"Minatitlán, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,10.0
356,"Moloacán, Veracruz",17.9926405,-94.28232907418123,municipio,"Moloacán, Ver.",0.0,94.0,94.0,0.0,96.0,96.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0,303.0,303.0,0.0,322.0,322.0,0.0,325.0,325.0,0.0,449.0,449.0,0.0,845.0,845.0,0.0,782.0,782.0,0.0,477.0,477.0,0.0,433.0,433.0,0.0,4202.0,4202.0
357,"Naranjos Amatlán, Veracruz",21.3093326,-97.67600130026644,municipio,"Naranjos Amatlán, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0
358,"Nogales, Veracruz",18.8226013,-97.1627659,municipio,"Nogales, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
359,"Orizaba, Veracruz",18.8497366,-97.1060062,municipio,"Orizaba, Ver.",57.0,8.0,65.0,334.0,8.0,342.0,0.0,0.0,0.0,372.0,0.0,372.0,0.0,28.0,28.0,0.0,17.0,17.0,37.0,69.0,106.0,0.0,0.0,0.0,22.0,0.0,22.0,43.0,65.0,108.0,0.0,3.0,3.0,0.0,37.0,37.0,865.0,235.0,1100.0
360,"Ozuluama de Mascareñas, Veracruz",21.661111,-97.850556,municipio,"Ozuluama de Mascareñas, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,0.0,0.0,0.0,3.0,59.0,62.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,66.0,74.0
361,"Pánuco, Veracruz",22.08052495,-98.23295792186904,municipio,"Pánuco, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
362,"Papantla, Veracruz",20.445872100000003,-97.32327774944926,municipio,"Papantla, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,6.0,9.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0,48.0
363,"Perote, Veracruz",19.51086405,-97.26853448069734,municipio,"Perote, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
364,"Poza Rica de Hidalgo, Veracruz",20.53765745,-97.44512479987276,municipio,"Poza Rica de Hidalgo, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,87.0,87.0,0.0,21.0,21.0,0.0,2.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,128.0,129.0
365,"Pueblo Viejo, Veracruz",22.1638426,-97.89855507348236,municipio,"Pueblo Viejo, Ver.",13.0,26.0,39.0,33.0,31.0,64.0,89.0,78.0,167.0,40.0,19.0,59.0,8.0,3.0,11.0,4.0,1.0,5.0,46.0,13.0,59.0,0.0,0.0,0.0,49.0,31.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,202.0,484.0
366,"Río Blanco, Veracruz",18.84522475,-97.15229388882732,municipio,"Río Blanco, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,50.0,50.0
367,"San Andrés Tuxtla, Veracruz",18.4633672,-95.19831533920046,municipio,"San Andrés Tuxtla, Ver.",0.0,18.0,18.0,0.0,29.0,29.0,0.0,0.0,0.0,9.0,14.0,23.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,9.0,93.0,102.0
368,"San Juan Evangelista, Veracruz",17.76252635,-95.23042939358857,municipio,"San Juan Evangelista, Ver.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
369,"Sayula de Alemán, Veracruz",17.74768255,-94.95439752101804,municipio,"Sayula de Alemán, Ver.",0.0,604.0,604.0,0.0,609.0,609.0,0.0,0.0,0.0,0.0,387.0,387.0,0.0,1058.0,1058.0,0.0,356.0,356.0,0.0,737.0,737.0,0.0,1637.0,1637.0,0.0,1601.0,1601.0,0.0,1128.0,1128.0,0.0,762.0,762.0,0.0,432.0,432.0,0.0,9311.0,9311.0
370,"Soledad de Doblado, Veracruz",19.0452067,-96.4233756,municipio,"Soledad de Doblado, Ver.",3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
371,"Tecolutla, Veracruz",20.41847865,-96.9936370355502,municipio,"Tecolutla, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
372,"Texistepec, Veracruz",17.894167,-94.816389,municipio,"Texistepec, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0
373,"Tezonapa, Veracruz",18.5587309,-96.78234114824798,municipio,"Tezonapa, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0
374,"Tierra Blanca, Veracruz",18.5272475,-96.21520077487332,municipio,"Tierra Blanca, Ver.",5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,13.0
375,"Tihuatlán, Veracruz",20.716735,-97.5367859622192,municipio,"Tihuatlán, Ver.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,4.0,29.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9.0,35.0
376,"Tres Valles, Veracruz",18.2921576,-96.16641196824392,municipio,"Tres Valles, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
377,"Tuxpan, Veracruz",20.95647915,-97.40738177120748,municipio,"Tuxpan, Ver.",9.0,4.0,13.0,10.0,6.0,16.0,16.0,17.0,33.0,53.0,18.0,71.0,15.0,3.0,18.0,2.0,0.0,2.0,11.0,6.0,17.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,30.0,31.0,0.0,4.0,4.0,0.0,0.0,0.0,117.0,101.0,218.0
378,"Veracruz, Veracruz",19.333333,-96.666667,municipio,"Veracruz, Ver.",169.0,6.0,175.0,414.0,0.0,414.0,967.0,0.0,967.0,34.0,20.0,54.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,104.0,104.0,1.0,231.0,232.0,0.0,71.0,71.0,0.0,33.0,33.0,0.0,9.0,9.0,1585.0,478.0,2063.0
379,"Villa Aldama, Veracruz",19.6489805,-97.2228382,municipio,"Villa Aldama, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
380,"Xalapa, Veracruz",19.5408338,-96.9146374,municipio,"Xalapa, Ver.",21.0,3.0,24.0,2.0,9.0,11.0,0.0,20.0,20.0,12.0,0.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,53.0,50.0,103.0
381,"Yanga, Veracruz",18.8313634,-96.7992608,municipio,"Yanga, Ver.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0
382,"Mérida, Yucatán",20.9670759,-89.6237402,municipio,"Mérida, Yuc.",37.0,12.0,49.0,35.0,0.0,35.0,127.0,1.0,128.0,336.0,0.0,336.0,4.0,0.0,4.0,10.0,0.0,10.0,23.0,0.0,23.0,38.0,15.0,53.0,47.0,21.0,68.0,80.0,0.0,80.0,69.0,37.0,106.0,29.0,9.0,38.0,835.0,95.0,930.0
383,"Progreso, Yucatán",21.2822136,-89.6636637,municipio,"Progreso, Yuc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
384,"Valladolid, Yucatán",20.6902505,-88.2016999,municipio,"Valladolid, Yuc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
385,"Calera, Zacatecas",22.97848,-102.85622288611614,municipio,"Calera, Zac.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0,0.0,0.0,0.0,26.0,16.0,42.0
386,"Jerez, Zacatecas",22.7105933,-103.00147264243049,municipio,"Jerez, Zac.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
387,"Trancoso, Zacatecas",22.7353025,-102.3667969,municipio,"Trancoso, Zac.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,12.0,0.0,0.0,0.0,3.0,28.0,31.0,4.0,46.0,50.0,1.0,2.0,3.0,0.0,0.0,0.0,20.0,79.0,99.0
388,"Zacatecas, Zacatecas",23.0823582,-103.20856984509813,municipio,"Zacatecas, Zac.",216.0,45.0,261.0,66.0,9.0,75.0,286.0,108.0,394.0,2.0,0.0,2.0,3.0,2.0,5.0,7.0,0.0,7.0,0.0,6.0,6.0,24.0,9.0,33.0,160.0,0.0,160.0,21.0,1.0,22.0,6.0,11.0,17.0,0.0,0.0,0.0,791.0,191.0,982.0
