description,geometry_str,tipo,name,descripcion_1,descripcion_2,descripcion_3,descripcion_4,descripcion_5,descripcion_6,descripcion_7,descripcion_8,descripcion_9,descripcion_10,descripcion_11,descripcion_12,descripcion_13
"Pintura al óleo y acrílico, dibujo artístico, técnicas mixtas, acuarela, grabado, figura humana, escultura, creativarte, pintura, circo y malabares, danza folklórica.<br><br>Lunes a viernes 9 a 15 hrs.<br><br>Av. Chaco 3200, Bosque de Los Colomos, Col. Providencia. Guadalajara.<br><br>Tel: 33 3642 0132 y 33 3641 7633.","c(-103.3907775, 20.7052498, 0)",Deporte y Cultura / Turismo / Compras,Centro Cultural Casa Colomos,"Pintura al óleo y acrílico, dibujo artístico, técnicas mixtas, acuarela, grabado, figura humana, escultura, creativarte, pintura, circo y malabares, danza folklórica.",,Lunes a viernes 9 a 15 hrs.,,"Av. Chaco 3200, Bosque de Los Colomos, Col. Providencia. Guadalajara.",,Tel: 33 3642 0132 y 33 3641 7633.,,,,,,
"Dibujo artístico, pintura, creatividad artística, guitarra acústica, teatro, círculo de lectura, taller de crónica, huertos familiares. <br><br>Lunes a viernes de 9 a 21 hrs., sábado 9 a 17 hrs.<br><br>Río de la Barca s/n esq. Río Mascota, Col. Atlas. Guadalajara.<br><br>Tel: 33 1201 8710.","c(-103.3282931, 20.6446176, 0)",Deporte y Cultura / Turismo / Compras,Centro Cultural Atlas,"Dibujo artístico, pintura, creatividad artística, guitarra acústica, teatro, círculo de lectura, taller de crónica, huertos familiares. ",,"Lunes a viernes de 9 a 21 hrs., sábado 9 a 17 hrs.",,"Río de la Barca s/n esq. Río Mascota, Col. Atlas. Guadalajara.",,Tel: 33 1201 8710.,,,,,,
"Danza contemporánea, ballet clásico infantil y juvenil. <br><br>Lunes a viernes 9 a 22 hrs.<br><br>González Ortega 443, Barrio de San Diego, Guadalajara.<br><br>Tel: 33 1201 8732.","c(-103.3502006, 20.6833277, 0)",Deporte y Cultura / Turismo / Compras,Centro Cultural San Diego,"Danza contemporánea, ballet clásico infantil y juvenil. ",,Lunes a viernes 9 a 22 hrs.,,"González Ortega 443, Barrio de San Diego, Guadalajara.",,Tel: 33 1201 8732.,,,,,,
"Teatro, teatro musical, narración oral, circo y malabares, baile de salón, hawaiano, dibujo y pintura, dibujo y guitarra. <br><br>Lunes a viernes 9 a 21 hrs., sábado 10 a 14 hrs<br><br>Av. Centro Médico 208, Col. Independencia, Guadalajara.<br><br>Tel: 33 12018 728.","c(-103.3306379, 20.688803, 0)",Deporte y Cultura / Turismo / Compras,Centro Cultural Luis Paez Brotchíe,"Teatro, teatro musical, narración oral, circo y malabares, baile de salón, hawaiano, dibujo y pintura, dibujo y guitarra. ",,"Lunes a viernes 9 a 21 hrs., sábado 10 a 14 hrs",,"Av. Centro Médico 208, Col. Independencia, Guadalajara.",,Tel: 33 12018 728.,,,,,,
"Canto infantil, teclado, guitarra, dibujo y pintura, fotografía y video, teatro, danza jazz infantil y juvenil, huerto urbano.<br><br>Lunes a viernes 8 a 20 hrs., sábado 10 a 15 hrs.<br><br>San Pedro 2919-A entre Plutarco Elías Calles y Artesanos, Col. Oblatos. Guadalajara. <br><br>Tel: 33 3644 7889.","c(-103.2938783, 20.6844009, 0)",Deporte y Cultura / Turismo / Compras,Centro Cultural Hacienda de Oblatos / Biblioteca Maria Luisa Hidalgo Riestra,"Canto infantil, teclado, guitarra, dibujo y pintura, fotografía y video, teatro, danza jazz infantil y juvenil, huerto urbano.",,"Lunes a viernes 8 a 20 hrs., sábado 10 a 15 hrs.",,"San Pedro 2919-A entre Plutarco Elías Calles y Artesanos, Col. Oblatos. Guadalajara. ",,Tel: 33 3644 7889.,,,,,,
"Escultura infantil, dibujo artístico, pintura, grabado, circo y malabares, teatro, ballet clásico infantil y juvenil, arte y crecimiento, estudio de grabación.<br><br>Lunes a viernes 9 a 20 hrs., sábado 9 a 14 hrs.<br><br>Alfonso Esparza Oteo, entre Hacienda la Colmena y Agustín Lara, Col. Santa Cecilia Guadalajara.<br><br>Tel: 33 3674 7342.","c(-103.2894625, 20.7067157, 0)",Deporte y Cultura / Turismo / Compras,Centro Cultural Santa Cecilia,"Escultura infantil, dibujo artístico, pintura, grabado, circo y malabares, teatro, ballet clásico infantil y juvenil, arte y crecimiento, estudio de grabación.",,"Lunes a viernes 9 a 20 hrs., sábado 9 a 14 hrs.",,"Alfonso Esparza Oteo, entre Hacienda la Colmena y Agustín Lara, Col. Santa Cecilia Guadalajara.",,Tel: 33 3674 7342.,,,,,,
"Modelado en barro, teatro infantil, radio, rap, guitarra, iniciación musical.<br><br>Lunes a viernes 11 a 13 hrs. y 16 a 19 hrs., sábado 10 a 14 hrs.<br><br>Calle 10 entre la 7 y la 9, Col. Ferrocarril Guadalajara.<br><br>Tel: 33 3810 5731.","c(-103.3490502, 20.6444636, 0)",Deporte y Cultura / Turismo / Compras,Centro Creativo La Ferro,"Modelado en barro, teatro infantil, radio, rap, guitarra, iniciación musical.",,"Lunes a viernes 11 a 13 hrs. y 16 a 19 hrs., sábado 10 a 14 hrs.",,"Calle 10 entre la 7 y la 9, Col. Ferrocarril Guadalajara.",,Tel: 33 3810 5731.,,,,,,
"Cuenta con 98 distintas unidades deportivas en Guadalajara y Zapopan, que ofrecen diversas actividades deportivas. Cuenta con 21 escuelas de las siguientes disciplinas: ajedrez, atletismo, bádminton, baloncesto, ciclismo, box, cardio, futbol, frontón, gimnasia, hanball, jazz, karate, ludoteca, mástil chino, natación, porras, psicomotricidad, softbol, tenis y voleibol. <br><br>Oficinas: Lunes a viernes de 9 a 19 hrs. <br><br>Sede: Nevado de Toluca 100, Independencia. Guadalajara, Jal.<br><br> Tel: 33 3883 4000 <br><br>www.comudeguadalajara.gob.mx<br><br>Conoce las ubicaciones de las 98 unidades deportivas aquí: https://portal.comudeguadalajara.gob.mx/ubicacion_poligonos.php. <br><br>* Pregunta por los costos, horarios y requisitos de inscripción para cada disciplina.","c(-103.3331684, 20.6949995, 0)",Deporte y Cultura / Turismo / Compras,COMUDE Guadalajara (Consejo Municipal Del Deporte de Guadalajara),"Cuenta con 98 distintas unidades deportivas en Guadalajara y Zapopan, que ofrecen diversas actividades deportivas. Cuenta con 21 escuelas de las siguientes disciplinas: ajedrez, atletismo, bádminton, baloncesto, ciclismo, box, cardio, futbol, frontón, gimnasia, hanball, jazz, karate, ludoteca, mástil chino, natación, porras, psicomotricidad, softbol, tenis y voleibol. ",,Oficinas: Lunes a viernes de 9 a 19 hrs. ,,"Sede: Nevado de Toluca 100, Independencia. Guadalajara, Jal.",, Tel: 33 3883 4000 ,,www.comudeguadalajara.gob.mx,,Conoce las ubicaciones de las 98 unidades deportivas aquí: https://portal.comudeguadalajara.gob.mx/ubicacion_poligonos.php. ,,"* Pregunta por los costos, horarios y requisitos de inscripción para cada disciplina."
"Tiene una historia de más de 4 siglos. Sede de la Arquidiócesis de Guadalajara. Alberga reliquias y los restos de Santa Inocencia, mártir romana. <br><br>Lunes a viernes 8 a 20 hrs.<br><br>Av. Alcalde 10, Col. Centro. Guadalajara.<br><br>Tel: 33 3613 7168.","c(-103.346984, 20.677034, 0)",Deporte y Cultura / Turismo / Compras,Catedral de Guadalajara,"Tiene una historia de más de 4 siglos. Sede de la Arquidiócesis de Guadalajara. Alberga reliquias y los restos de Santa Inocencia, mártir romana. ",,Lunes a viernes 8 a 20 hrs.,,"Av. Alcalde 10, Col. Centro. Guadalajara.",,Tel: 33 3613 7168.,,,,,,
"Joya arquitectónica de estilo neoclásico, con capacidad para mil 027 espectadores, construida en el siglo XIX. Es la sede la Orquesta Filarmónica de Jalisco.<br><br>Martes a domingo 10 a 14 hrs.<br><br>Belén s/n entre Morelos y Av. Hidalgo, Col. Centro. Guadalajara.<br><br>Tel: 33 3030 9771 y 800 568 9854.","c(-103.3444316, 20.6770647, 0)",Deporte y Cultura / Turismo / Compras,Teatro Degollado,"Joya arquitectónica de estilo neoclásico, con capacidad para mil 027 espectadores, construida en el siglo XIX. Es la sede la Orquesta Filarmónica de Jalisco.",,Martes a domingo 10 a 14 hrs.,,"Belén s/n entre Morelos y Av. Hidalgo, Col. Centro. Guadalajara.",,Tel: 33 3030 9771 y 800 568 9854.,,,,,,
"También conocida como la Plaza de los Tres Poderes. Ahí se encuentra un monumento a Miguel Hidalgo. Es sede de exposiciones, conciertos y festivales, incluido el Festival Cultural de Mayo.<br><br>Av. Hidalgo entre Degollado, Morelos y Liceo. Guadalajara.","c(-103.3457694, 20.677015, 0)",Deporte y Cultura / Turismo / Compras,Plaza de la Liberación,"También conocida como la Plaza de los Tres Poderes. Ahí se encuentra un monumento a Miguel Hidalgo. Es sede de exposiciones, conciertos y festivales, incluido el Festival Cultural de Mayo.",,"Av. Hidalgo entre Degollado, Morelos y Liceo. Guadalajara.",,,,,,,,,,
"Construida en 1951, alberga los restos de quienes contribuyeron en el legado de Jalisco. Hay 98 urnas y 22 estatuas de jaliscienses destacados en literatura, ciencia, artes, lucha social y educación.<br><br>Av. Fray Antonio Alcalde 108, Col. Centro, Guadalajara.","c(-103.3472206, 20.6777516, 0)",Deporte y Cultura / Turismo / Compras,Rotonda de los Jaliscienses Ilustres,"Construida en 1951, alberga los restos de quienes contribuyeron en el legado de Jalisco. Hay 98 urnas y 22 estatuas de jaliscienses destacados en literatura, ciencia, artes, lucha social y educación.",,"Av. Fray Antonio Alcalde 108, Col. Centro, Guadalajara.",,,,,,,,,,
"Una de las más antiguas de la ciudad, construida a fines del s. XIX. Ofrece conciertos con la banda del Estado y la Municipal. Martes, jueves y domingos por las tardes.<br><br>Av. 16 de Septiembre s/n, Col. Centro, Guadalajara","c(-103.3469788, 20.6761719, 0)",Deporte y Cultura / Turismo / Compras,Plaza de Armas,"Una de las más antiguas de la ciudad, construida a fines del s. XIX. Ofrece conciertos con la banda del Estado y la Municipal. Martes, jueves y domingos por las tardes.",,"Av. 16 de Septiembre s/n, Col. Centro, Guadalajara",,,,,,,,,,
"Explanada con las fuentes “Inmolación de Quetzalcóatl” y los Niños Meones y, el callejón del Diablo. Se encuentran diversos comercios, centros joyeros.<br><br>Calzada Independencia Sur, cerca del Centro Cultural Cabañas y del Mercado San Juan de Dios. Guadalajara.","c(-103.3409704, 20.6767004, 0)",Deporte y Cultura / Turismo / Compras,Plaza Tapatía,"Explanada con las fuentes “Inmolación de Quetzalcóatl” y los Niños Meones y, el callejón del Diablo. Se encuentran diversos comercios, centros joyeros.",,"Calzada Independencia Sur, cerca del Centro Cultural Cabañas y del Mercado San Juan de Dios. Guadalajara.",,,,,,,,,,
"Edificio de 1805 conocido como Hospicio Cabañas. Contiene frescos de José Clemente Orozco y su mural: “El Hombre del Llamas”. Se imparten diversos talleres de arte y tiene una sala de cine. <br><br>Martes a domingo de 10 a 18 hrs.<br><br>Tarifa: $ 70 pesos. Martes entrada libre.<br><br>Paseo Hospicio, San Juan de Dios. Cabañas 8, Centro Histórico. Localizado en un extremo de la Plaza Tapatía. <br><br>Tel: 33 366816 45, 33 3818 2800 exts. 31642 y 31014.","c(-103.3373288, 20.6769024, 0)",Deporte y Cultura / Turismo / Compras,Instituto Cultural Cabañas,Edificio de 1805 conocido como Hospicio Cabañas. Contiene frescos de José Clemente Orozco y su mural: “El Hombre del Llamas”. Se imparten diversos talleres de arte y tiene una sala de cine. ,,Martes a domingo de 10 a 18 hrs.,,Tarifa: $ 70 pesos. Martes entrada libre.,,"Paseo Hospicio, San Juan de Dios. Cabañas 8, Centro Histórico. Localizado en un extremo de la Plaza Tapatía. ",,"Tel: 33 366816 45, 33 3818 2800 exts. 31642 y 31014.",,,,
"Tiene especies marinas representativas de México, espacios interactivos y aviario. <br><br>Lunes a viernes 9 a 19 hrs. Sábado y domingos 8 a 19:30 hrs. <br><br>Tarifas: Adultos $ 199 pesos, niños de 3 a 12 años, Inapam, estudiantes y maestros con credencial: $ 140 pesos.<br><br>Av. Mariano de la Bárcena 990, Col. Centro, Guadalajara.<br><br>Tel: 33 1644 9910.","c(-103.351358, 20.692824, 0)",Deporte y Cultura / Turismo / Compras,Acuario Michin Guadalajara,"Tiene especies marinas representativas de México, espacios interactivos y aviario. ",,Lunes a viernes 9 a 19 hrs. Sábado y domingos 8 a 19:30 hrs. ,,"Tarifas: Adultos $ 199 pesos, niños de 3 a 12 años, Inapam, estudiantes y maestros con credencial: $ 140 pesos.",,"Av. Mariano de la Bárcena 990, Col. Centro, Guadalajara.",,Tel: 33 1644 9910.,,,,
"Uno de los pulmones de Guadalajara. Lagos, jardines, recorridos, pistas, zonas para comer y centro cultural con actividades culturales y de educación ambiental. Lunes a Domingos 6 a 19 hrs.<br><br>Calle el Chaco 3200, Guadalajara, en los límites con Zapopan. <br><br>Tel: 33 3641 3793.","c(-103.3935931, 20.7087217, 0)",Deporte y Cultura / Turismo / Compras,Bosque Los Colomos,"Uno de los pulmones de Guadalajara. Lagos, jardines, recorridos, pistas, zonas para comer y centro cultural con actividades culturales y de educación ambiental. Lunes a Domingos 6 a 19 hrs.",,"Calle el Chaco 3200, Guadalajara, en los límites con Zapopan. ",,Tel: 33 3641 3793.,,,,,,,,
"113 hectáreas con árboles, áreas de juegos y pistas para trotar o ir en bicicleta, áreas para comer, parque para perros, renta de bicicletas, lago, gimnasio y cine al aire libre.<br><br>Lunes a domingo 6 a 19 hrs.<br><br>Av. Beethoven 5800. Col. La Estancia, Zapopan.<br><br> Tel: 33 3673 9489, terminaciones 90 y 91.","c(-103.4383442, 20.6712451, 0)",Deporte y Cultura / Turismo / Compras,Parque Metropolitano de Guadalajara,"113 hectáreas con árboles, áreas de juegos y pistas para trotar o ir en bicicleta, áreas para comer, parque para perros, renta de bicicletas, lago, gimnasio y cine al aire libre.",,Lunes a domingo 6 a 19 hrs.,,"Av. Beethoven 5800. Col. La Estancia, Zapopan.",," Tel: 33 3673 9489, terminaciones 90 y 91.",,,,,,
"El principal de la ciudad de Guadalajara. Alberga diversidad de especies. Primer zoológico-safari. Cuenta acuario, serpentario, aviarios, selva tropical y Antártida. <br><br>Lunes a domingo 10 a 18 hrs. Cierra miércoles. <br><br>Precios: adultos $ 85 pesos y niños $ 50 pesos.<br><br>Calle Paseo del Zoológico 600, Huentitán El Alto. Guadalajara.<br><br>Tel: 33 3336 7444.","c(-103.3069716, 20.7288303, 0)",Deporte y Cultura / Turismo / Compras,Zoológico Guadalajara,"El principal de la ciudad de Guadalajara. Alberga diversidad de especies. Primer zoológico-safari. Cuenta acuario, serpentario, aviarios, selva tropical y Antártida. ",,Lunes a domingo 10 a 18 hrs. Cierra miércoles. ,,Precios: adultos $ 85 pesos y niños $ 50 pesos.,,"Calle Paseo del Zoológico 600, Huentitán El Alto. Guadalajara.",,Tel: 33 3336 7444.,,,,
"Mercado ambulante de artículos nuevos y usados. Venta y regateo de muebles, bicicletas, ropa y electrónica.<br><br>Domingos 6 a 16:00 hrs.<br><br>Av. Patria Sur 1950. Plaza Patria. Zapopan.<br><br>Rutas: 30 A, estación de tren ligero Patria, 619 A.","c(-103.3798798, 20.7121901, 0)",Deporte y Cultura / Turismo / Compras,Eco Tianguis Plaza Patria,"Mercado ambulante de artículos nuevos y usados. Venta y regateo de muebles, bicicletas, ropa y electrónica.",,Domingos 6 a 16:00 hrs.,,Av. Patria Sur 1950. Plaza Patria. Zapopan.,,"Rutas: 30 A, estación de tren ligero Patria, 619 A.",,,,,,
"Gran variedad de productos alimenticios frescos y comida corrida de calidad y buen precio al mayoreo y menudeo.<br><br>Lunes a domingo 9 a 16 hrs.<br><br>Chícharo 26-27, Comercial Abastos. Guadalajara.<br><br>Rutas: 629, 214, 623-A,128, 646, 59B, 55, 59ª.","c(-103.3835297, 20.6544202, 0)",Deporte y Cultura / Turismo / Compras,Central de Abastos,Gran variedad de productos alimenticios frescos y comida corrida de calidad y buen precio al mayoreo y menudeo.,,Lunes a domingo 9 a 16 hrs.,,"Chícharo 26-27, Comercial Abastos. Guadalajara.",,"Rutas: 629, 214, 623-A,128, 646, 59B, 55, 59ª.",,,,,,
"Tres pisos comerciales temáticos con variedad de productos, servicios y comercialización de ropa y calzado, instrumentos musicales y aparatos eléctricos, alimentos frescos y comida a la venta y con regateo.<br><br>Lunes a sábado 7 a 19 hrs., domingos 7 a 17 hrs.<br><br>Av. Javier Mina 52, San Juan de Dios. Guadalajara.<br><br>Rutas: 258-D, 701, Línea del tren ligero 2, estación San Juan de Dios.","c(-103.3398497, 20.6755343, 0)",Deporte y Cultura / Turismo / Compras,Mercado Libertad - San Juan de Dios,"Tres pisos comerciales temáticos con variedad de productos, servicios y comercialización de ropa y calzado, instrumentos musicales y aparatos eléctricos, alimentos frescos y comida a la venta y con regateo.",,"Lunes a sábado 7 a 19 hrs., domingos 7 a 17 hrs.",,"Av. Javier Mina 52, San Juan de Dios. Guadalajara.",,"Rutas: 258-D, 701, Línea del tren ligero 2, estación San Juan de Dios.",,,,,,
"El primer mercado de la ciudad inaugurado en 1891. Venta de frutas, verduras, plantas medicinales, ropa, flores y comida.<br><br>Lunes a sábado 7 a 20:00 hrs., domingo 17 a 17:30 hrs.<br><br>Av. Hidalgo entre Santa Mónica y Zaragoza, Centro Histórico de Guadalajara.<br><br>Rutas: 52, 54,110, 321, 52-B, 258, 258A, 500, 249.","c(-103.3494036, 20.6777507, 0)",Deporte y Cultura / Turismo / Compras,"Mercado ""General Ramón Corona""","El primer mercado de la ciudad inaugurado en 1891. Venta de frutas, verduras, plantas medicinales, ropa, flores y comida.",,"Lunes a sábado 7 a 20:00 hrs., domingo 17 a 17:30 hrs.",,"Av. Hidalgo entre Santa Mónica y Zaragoza, Centro Histórico de Guadalajara.",,"Rutas: 52, 54,110, 321, 52-B, 258, 258A, 500, 249.",,,,,,
"El mercado ambulante más grande de la ciudad. Compra/venta de productos de vestir, alimenticios, y muebles nuevos o usados, con regateo.<br><br>Domingos 6:00 a 16:00 hrs.<br><br>Calle Juan R. Zavala 38, Santa María. Desde la calle Gómez Farías hasta Puerto Melaque, sector Libertad, oriente de Guadalajara.<br><br>Rutas: 320, 320-A, Estación de tren Oblatos, 45A, 214, 615.","c(-103.3192294, 20.6835529, 0)",Deporte y Cultura / Turismo / Compras,Tianguis El Baratillo,"El mercado ambulante más grande de la ciudad. Compra/venta de productos de vestir, alimenticios, y muebles nuevos o usados, con regateo.",,Domingos 6:00 a 16:00 hrs.,,"Calle Juan R. Zavala 38, Santa María. Desde la calle Gómez Farías hasta Puerto Melaque, sector Libertad, oriente de Guadalajara.",,"Rutas: 320, 320-A, Estación de tren Oblatos, 45A, 214, 615.",,,,,,
"Venta callejera de fruta y verdura, comida, artículos de cómputo y celulares, ropa y calzado nuevo, usado y de imitación.<br><br>Miércoles, viernes y domingos 6:00 a 16:00 hrs.<br><br>Av. Nicolás Copérnico entre Tepeyac y Moctezuma Poniente, Zapopan.<br><br>Rutas: 629, 59, 51B, 249, 51A, 51D,101.","c(-103.4328311, 20.6517874, 0)",Deporte y Cultura / Turismo / Compras,Tianguis del Sol,"Venta callejera de fruta y verdura, comida, artículos de cómputo y celulares, ropa y calzado nuevo, usado y de imitación.",,"Miércoles, viernes y domingos 6:00 a 16:00 hrs.",,"Av. Nicolás Copérnico entre Tepeyac y Moctezuma Poniente, Zapopan.",,"Rutas: 629, 59, 51B, 249, 51A, 51D,101.",,,,,,
